name	regLocation	regCapital	industry	businessScope
北京市润亚影视制作有限公司	北京市昌平区科技园区超前路37号6号楼	500 万元 人民币	广播、电视、电影和影视录音制作业	动画片、电视综艺、专题片制作、发行；组织文化艺术交流（不含演出）；影视策划、影视信息咨询（不含中介服务）；承办展览展示；技术开发、技术转让、技术培训、技术咨询、技术服务、劳务服务；广告设计制作。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京兄弟映画影视传媒有限公司	北京市朝阳区望京西路48号院5号楼20层2003室	300 万元 人民币	广播、电视、电影和影视录音制作业	制作、发行动画片、专题片、电视综艺、不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2016年03月17日）；投资咨询；组织文化艺术交流（不含棋牌）；电脑图文设计；承办展览展示；市场调查；投资管理；影视策划；制作、发布广告；个人经纪代理服务。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京希杰星星国际影城有限公司	北京市朝阳区湖景东路11号	930 万元 美元	广播、电视、电影和影视录音制作业	在北京市朝阳区北京奥林匹克公园奥林匹克商业广场地下一层、二层从事电影放映业务；向影城消费者零售定型包装食品、饮料；图书零售（限分支机构经营）；会议服务；向影城消费者零售工艺美术品和日用百货。（不涉及国营贸易管理商品；涉及配额许可证管理商品的按国家有关规定办理申请手续）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京万画四季青影城有限公司	北京市海淀区西四环北路117号中段三层B003	200 万元	广播、电视、电影和影视录音制作业	电影放映；餐饮服务；影视策划；文化咨询；组织文化艺术交流活动（不含营业性演出）；设计、制作、代理、发布广告；销售化妆品、工艺品。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京市燕山影剧院	北京市房山区燕山岗南路	302 万元	广播、电视、电影和影视录音制作业	电影、戏剧、播放录像、租场、文化娱乐；承办展览、展销；代理机票；销售酒茶糖、冷热饮（限分支机构经营）。
龙岩万达电影城有限公司	福建省龙岩市新罗区曹溪街道双龙路1号龙岩万达广场A1号楼四层、五层	500.000000万人民币	广播、电视、电影和影视录音制作业	电影放映；零售预包装食品；工艺美术品、文化用品、服装、玩具、日用品的批发零售；国内各类广告的设计、制作、代理和发布；场地租赁服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
北京艺博影视制作有限公司	北京市朝阳区西大望路3号院2号楼A1501	300 万元	广播、电视、电影和影视录音制作业	制作、发行动画片、电视综艺、专题片：不得制作时政新闻及同类专题、专栏等广播电视节目。（许可证有效期至2014年4月26日）；企业形象策划；设计、制作、代理、发布广告。
满洲里跨时代今典影院有限公司	内蒙古自治区满洲里市扎区中央商城四层	50万人民币元	广播、电视、电影和影视录音制作业	许可经营项目：电影放映。预包装食品兼散装食品销售 一般经营项目：影院管理，设计、制作、代理、发布广告（依法须经批准的项目，经相关部门批准后方可开展经营活动。） (依法须经批准的项目，经相关部门批准后方可开展经营活动)〓
北京乐享星天地影视传媒有限公司	北京市怀柔区杨宋镇凤翔东大街9号A座9306室	1000 万元	广播、电视、电影和影视录音制作业	电影摄制；广播电视节目制作；电影发行；租赁影视器材；影视策划；市场调查；组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告；会议服务；技术开发、技术推广、技术服务；销售服装服饰、文化用品、日用品；票务代理（不含航空机票销售代理）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京橙天嘉禾万贸影城有限公司	北京市海淀区巴沟路2号万柳购物中心5层	100 万元	广播、电视、电影和影视录音制作业	电影放映；餐饮服务（饮品店）（餐饮服务许可证有效期至2016年09月12日）；餐饮服务（小吃店 现场制售）（餐饮服务许可证有效期至2018年07月29日）；出版物零售；企业管理；设计、制作、代理、发布广告；会议服务；销售玩具、礼品、工艺品、化妆品、文化用品、服装鞋帽、花草及观赏植物、电子产品、家用电器、眼镜、日用杂货、体育用品；绘画培训；室内装饰工程设计。(出版物零售、餐饮服务（饮品店）、餐饮服务（小吃店 现场制售）以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)
北京达人传奇影业有限公司	北京市朝阳区日坛北路19号楼9层(08)(朝外孵化器1306号)	1000 万元 人民币	广播、电视、电影和影视录音制作业	电影摄制；广播电视节目制作；组织文化艺术交流活动（不含演出）；从事文化经纪业务；设计、制作、代理、发布广告；承办展览展示活动；文艺创作；企业策划；市场调查；经济贸易咨询；公共关系服务。（广播电视节目制作、电影摄制以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京橙天嘉禾东方玫瑰影城管理有限公司	北京市通州区临河里路33号三层	500 万元	广播、电视、电影和影视录音制作业	物业管理；企业管理；设计、制作、代理、发布广告；会议服务；销售玩具、工艺品（不含文物）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京时代今典奔小康数字电影院线有限公司	北京市海淀区文慧园北路9号今典花园9号楼2层207	50 万元	广播、电视、电影和影视录音制作业	电影发行；从事数字电影院线业务；设计、制作、代理、发布广告；组织文化艺术交流活动；技术开发、技术咨询、技术服务；销售照相器材、机械设备、电子产品、通讯设备。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)
神骊影视制作（北京）有限公司	北京市朝阳区工人体育场北路甲6号中宇大厦23层2703室	5000 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2015年08月02日）；摄制电影许可证（单片）有效期至2016年7月21日。 电脑图文设计；会议及展览服务；组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告；经济贸易咨询；摄影服务；租赁摄影器材、舞台灯光音响设备。 依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。
京銮国际电影传媒（北京）有限公司	北京市北京经济技术开发区荣华南路10号院5号楼1315室	7000 万元	广播、电视、电影和影视录音制作业	组织文化交流活动（不含演出）；会议服务；承办展览展示活动；礼仪服务；经济贸易咨询；公关策划；电脑动画设计；文艺创作；租赁乐器；销售乐器；广播电视节目制作；电影摄制。（广播电视节目制作、电影摄制以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
星星火炬校园电影院线（北京）有限责任公司	北京市朝阳区建国路88号(7-10号楼)1幢D座3层	300 万元	广播、电视、电影和影视录音制作业	国产影片发行；法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定规定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目开展经营活动。
